JCMS.Mouse.ID,SC.Number,Strain,DOB,Sex,Generation,From.Cage,Date.of.wean,JCMS.Pen..,cage.,Ear.Notch,Coat.Color,Chip.ID,Death.date,Death.type,Notes,Age..mth.,Age.of.VP,Date.of.VP,BW,Tail.Length,Urine.28wks,Bld6..29wk,Bld2.31.wk,bld7.33wks,Urine.54wk,Bld6.55wk,bld2.57wk,Bld7.59wk,Urine.80wk,Bld6.81.wk,Bld2.83wks,Bld7.85.wks,X104wk.BW.Date,X104wk.BW,X130wk.BW.Date,X130wk.BW,X26.Mo.PP.Paper,X156.wek.BW.date,X156wk.BW,X30.Mo.PP.paper,COMMENTS,survival
DO.0243,11753,J:DO,6/19/2011,M,G7,13,7/13/2011,49,LGDO-M-01,L,Agouti,0006E7AABB,11/26/2013,F.D. (Y),,29.7,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/8/2012,7/22/2012,8/5/2012,12/31/2012,1/6/2013,1/20/2013,2/3/2013,6/16/2013,40.1,12/15/2013,NA,,6/15/2014,NA,,,891
DO.0244,11754,J:DO,6/21/2011,M,G7,12,7/13/2011,49,LGDO-M-01,B,Black,0006DD8E55,5/5/2014,F.D. (Y),,34.97,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/10/2012,7/24/2012,8/7/2012,12/31/2012,1/8/2013,1/22/2013,2/5/2013,6/18/2013,45.69,12/17/2013,44.67,,6/17/2014,NA,,,1049
DO.0245,11755,J:DO,6/21/2011,M,G7,11,7/13/2011,50,LGDO-M-01A,2R,Agouti,0006DD1059,5/10/2013,E.S. (Y),,22.97,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/10/2012,7/24/2012,8/7/2012,12/31/2012,1/8/2013,1/22/2013,2/5/2013,6/18/2013,NA,12/17/2013,NA,,6/17/2014,NA,,,689
DO.0246,11756,J:DO,6/22/2011,M,G7,89,7/12/2011,51,LGDO-M-02,2L,Cinnamon,0006DCEEBA,1/8/2014,E.S. (Y),,31.03,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/11/2012,7/25/2012,8/8/2012,12/31/2012,1/9/2013,1/23/2013,2/6/2013,6/19/2013,39.07,12/18/2013,37.42,,6/18/2014,NA,,,931
DO.0247,11757,J:DO,6/20/2011,M,G7,87,7/12/2011,98,LGDO-M-02A,1R2L,Agouti,0006DD8606,5/19/2014,E.S. (Y),,35.47,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/9/2012,7/23/2012,8/6/2012,12/31/2012,1/7/2013,1/21/2013,2/4/2013,6/17/2013,35.32,12/16/2013,33.67,,6/16/2014,NA,,,1064
DO.0248,11758,J:DO,6/20/2011,M,G7,88,7/12/2011,51,LGDO-M-02,2R1L,Agouti,0006E805D4,11/15/2011,F.D. (Y),,4.93,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/9/2012,7/23/2012,8/6/2012,12/31/2012,1/7/2013,1/21/2013,2/4/2013,6/17/2013,NA,12/16/2013,NA,,6/16/2014,NA,,,148
DO.0249,11759,J:DO,6/23/2011,M,G7,86,7/12/2011,99,LGDO-M-02B,3R1L,Agouti,0006DD61A0,2/25/2014,F.D. (Y),,32.6,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/12/2012,7/26/2012,8/9/2012,12/31/2012,1/10/2013,1/24/2013,2/7/2013,6/20/2013,37,12/19/2013,37.14,,6/19/2014,NA,,,978
DO.0250,11760,J:DO,6/23/2011,M,G7,81,7/12/2011,100,LGDO-M-02C,3L,Black,0006DD8058,8/7/2012,F.D. (Y),,13.7,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/12/2012,7/26/2012,8/9/2012,12/31/2012,1/10/2013,1/24/2013,2/7/2013,6/20/2013,NA,12/19/2013,NA,,6/19/2014,NA,,,411
DO.0251,11761,J:DO,6/22/2011,M,G7,66,7/12/2011,52,LGDO-M-03,N,Agouti,0006E81083,4/15/2013,F.D. (Y),,22.1,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/11/2012,7/25/2012,8/8/2012,12/31/2012,1/9/2013,1/23/2013,2/6/2013,6/19/2013,NA,12/18/2013,NA,,6/18/2014,NA,,,663
DO.0252,11762,J:DO,6/24/2011,M,G7,63,7/12/2011,52,LGDO-M-03,R,Agouti,0006E81362,7/30/2012,F.D. (Y),,13.4,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/13/2012,7/27/2012,8/10/2012,12/31/2012,1/11/2013,1/25/2013,2/8/2013,6/21/2013,NA,12/20/2013,NA,,6/20/2014,NA,,,402
DO.0253,11763,J:DO,6/22/2011,M,G7,62,7/12/2011,52,LGDO-M-03,L,Agouti,0006E811D8,1/2/2013,F.D. (Y),,18.67,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/11/2012,7/25/2012,8/8/2012,12/31/2012,1/9/2013,1/23/2013,2/6/2013,6/19/2013,NA,12/18/2013,NA,,6/18/2014,NA,,,560
DO.0254,11764,J:DO,6/24/2011,M,G7,59,7/12/2011,52,LGDO-M-03,B,Agouti,0006DD461C,5/21/2014,F.D. (Y),,35.4,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/13/2012,7/27/2012,8/10/2012,12/31/2012,1/11/2013,1/25/2013,2/8/2013,6/21/2013,52.96,12/20/2013,48.91,,6/20/2014,NA,,,1062
DO.0255,11765,J:DO,6/24/2011,M,G7,57,7/12/2011,52,LGDO-M-03,2R,Black,0006DD73BF,9/25/2014,E.S. (Y),,39.63,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/13/2012,7/27/2012,8/10/2012,12/31/2012,1/11/2013,1/25/2013,2/8/2013,6/21/2013,33.82,12/20/2013,33.91,,6/20/2014,NA,,,1189
DO.0256,11766,J:DO,6/21/2011,M,G7,58,7/12/2011,463,LGDO-M-04A,2L,WB Agouti,0006DCFDD5,10/22/2013,E.S. (Y),,28.47,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/10/2012,7/24/2012,8/7/2012,12/31/2012,1/8/2013,1/22/2013,2/5/2013,6/18/2013,34.43,12/17/2013,NA,,6/17/2014,NA,,,854
DO.0257,11767,J:DO,6/20/2011,M,G7,53,7/12/2011,53,LGDO-M-04,1R2L,WB Agouti,0006DFA1B6,11/4/2013,F.D. (Y),,28.93,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/9/2012,7/23/2012,8/6/2012,12/31/2012,1/7/2013,1/21/2013,2/4/2013,6/17/2013,59.74,12/16/2013,NA,,6/16/2014,NA,,,868
DO.0258,11768,J:DO,6/24/2011,M,G7,51,7/12/2011,53,LGDO-M-04,2R1L,WB Agouti,0006DD6E9C,6/9/2014,F.D. (Y),,36.03,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/13/2012,7/27/2012,8/10/2012,12/31/2012,1/11/2013,1/25/2013,2/8/2013,6/21/2013,30.94,12/20/2013,31.26,,6/20/2014,NA,,,1081
DO.0259,11769,J:DO,6/19/2011,M,G7,49,7/12/2011,53,LGDO-M-04,3R,WB Agouti,0006DD62F7,2/3/2016,MISS,,56.33,,,NA,NA,1/3/2012,1/9/2012,1/22/2012,2/5/2012,8/26/2013,7/8/2012,7/22/2012,8/5/2012,12/30/2012,1/6/2013,1/20/2013,2/3/2013,6/16/2013,NA,12/15/2013,NA,8/11/2013,6/15/2014,NA,12/1/2013,,1690
DO.0260,11770,J:DO,6/20/2011,M,G7,50,7/12/2011,53,LGDO-M-04,3L,Agouti,0006DD0CA9,7/15/2013,F.D. (Y),,25.2,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/9/2012,7/23/2012,8/6/2012,12/31/2012,1/7/2013,1/21/2013,2/4/2013,6/17/2013,NA,12/16/2013,NA,,6/16/2014,NA,,,756
DO.0261,11771,J:DO,6/24/2011,M,G7,23,7/13/2011,54,LGDO-M-05,2L,Agouti,0006DD179A,5/28/2013,F.D. (Y),,23.47,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/13/2012,7/27/2012,8/10/2012,12/31/2012,1/11/2013,1/25/2013,2/8/2013,6/21/2013,NA,12/20/2013,NA,,6/20/2014,NA,,,704
DO.0262,11772,J:DO,6/22/2011,M,G7,22,7/13/2011,54,LGDO-M-05,1R2L,Agouti,0006DD5E92,5/20/2012,F.D. (Y),,11.1,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/11/2012,7/25/2012,8/8/2012,12/31/2012,1/9/2013,1/23/2013,2/6/2013,6/19/2013,NA,12/18/2013,NA,,6/18/2014,NA,,,333
DO.0263,11773,J:DO,6/24/2011,M,G7,20,7/13/2011,54,LGDO-M-05,2R1L,Agouti,0006DCEE45,5/7/2015,F.D.,,47.1,,,NA,NA,1/3/2012,1/9/2012,1/27/2012,2/10/2012,8/26/2013,7/13/2012,7/27/2012,8/10/2012,1/4/2013,1/11/2013,1/25/2013,2/8/2013,6/21/2013,NA,12/20/2013,NA,8/16/2013,6/20/2014,NA,12/6/2013,,1413
DO.0264,11774,J:DO,6/24/2011,M,G7,19,7/13/2011,101,LGDO-M-05A,3R,Agouti,0006E80F8A,10/26/2012,E.S. (Y),,16.33,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/13/2012,7/27/2012,8/10/2012,12/31/2012,1/11/2013,1/25/2013,2/8/2013,6/21/2013,NA,12/20/2013,NA,,6/20/2014,NA,,Evisceration,490
DO.0265,11775,J:DO,6/23/2011,M,G7,18,7/13/2011,54,LGDO-M-05,3L,Agouti,0006DD16A1,9/18/2012,F.D. (Y),,15.1,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/12/2012,7/26/2012,8/9/2012,12/31/2012,1/10/2013,1/24/2013,2/7/2013,6/20/2013,NA,12/19/2013,NA,,6/19/2014,NA,,,453
DO.0266,11776,J:DO,6/23/2011,M,G7,48,7/13/2011,55,LGDO-M-06,N,Agouti,0006DFB0B3,5/16/2013,F.D. (Y),,23.1,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/12/2012,7/26/2012,8/9/2012,12/31/2012,1/10/2013,1/24/2013,2/7/2013,6/20/2013,NA,12/19/2013,NA,,6/19/2014,NA,,,693
DO.0267,11777,J:DO,6/22/2011,M,G7,47,7/13/2011,102,LGDO-M-06A,R,Agouti,0006E81075,6/14/2012,F.D. (Y),,11.93,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/11/2012,7/25/2012,8/8/2012,12/31/2012,1/9/2013,1/23/2013,2/6/2013,6/19/2013,NA,12/18/2013,NA,,6/18/2014,NA,,,358
DO.0268,11778,J:DO,6/22/2011,M,G7,46,7/13/2011,55,LGDO-M-06,L,Agouti,0006E810B9,11/5/2012,E.S. (Y),,16.73,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/11/2012,7/25/2012,8/8/2012,12/31/2012,1/9/2013,1/23/2013,2/6/2013,6/19/2013,NA,12/18/2013,NA,,6/18/2014,NA,,,502
DO.0269,11779,J:DO,6/22/2011,M,G7,44,7/13/2011,125,LGDO-M-06B,B,Agouti,0006DD3FB0,6/9/2014,F.D. (Y),,36.1,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/11/2012,7/25/2012,8/8/2012,12/31/2012,1/9/2013,1/23/2013,2/6/2013,6/19/2013,46.36,12/18/2013,45.07,,6/18/2014,NA,,,1083
DO.0270,11780,J:DO,6/23/2011,M,G7,39,7/13/2011,126,LGDO-M-06C,2R,WB Agouti,0006E80CA9,9/5/2013,E.S. (Y),,26.83,,,NA,NA,1/3/2012,1/9/2012,1/23/2012,2/6/2012,7/2/2012,7/12/2012,7/26/2012,8/9/2012,12/31/2012,1/10/2013,1/24/2013,2/7/2013,6/20/2013,NA,12/19/2013,NA,,6/19/2014,NA,,,805
DO.0271,11781,J:DO,6/29/2011,M,G7,137,7/18/2011,56,LGDO-M-07,N,Agouti,0006DCEE28,8/12/2013,F.D. (Y),,25.83,,,NA,NA,1/9/2012,1/16/2012,1/30/2012,2/13/2012,7/9/2012,7/18/2012,8/1/2012,8/15/2012,1/7/2013,1/16/2013,1/30/2013,2/13/2013,6/26/2013,NA,12/25/2013,NA,,6/25/2014,NA,,,775
DO.0272,11782,J:DO,6/30/2011,M,G7,138,7/18/2011,56,LGDO-M-07,R,Agouti,0006E8374E,5/17/2013,F.D. (Y),,22.9,,,NA,NA,1/16/2012,1/23/2012,2/6/2012,2/20/2012,7/9/2012,7/19/2012,8/2/2012,8/16/2012,1/7/2013,1/17/2013,1/31/2013,2/14/2013,6/27/2013,NA,12/26/2013,NA,,6/26/2014,NA,,,687
DO.0273,11783,J:DO,6/30/2011,M,G7,140,7/18/2011,56,LGDO-M-07,L,WB Agouti,0006E08845,12/30/2013,F.D. (Y),,30.47,,,NA,NA,1/16/2012,1/23/2012,2/6/2012,2/20/2012,7/9/2012,7/19/2012,8/2/2012,8/16/2012,1/7/2013,1/17/2013,1/31/2013,2/14/2013,6/27/2013,37.25,12/26/2013,26.9,,6/26/2014,NA,,,914
DO.0274,11784,J:DO,6/30/2011,M,G7,143,7/18/2011,56,LGDO-M-07,2L,Cinnamon,0006E81606,2/17/2014,F.D. (Y),,32.1,,,NA,NA,1/16/2012,1/23/2012,2/6/2012,2/20/2012,7/9/2012,7/19/2012,8/2/2012,8/16/2012,1/7/2013,1/17/2013,1/31/2013,2/14/2013,6/27/2013,36.93,12/26/2013,35.85,,6/26/2014,NA,,,963
DO.0275,11785,J:DO,6/30/2011,M,G7,144,7/18/2011,56,LGDO-M-07,1R2L,Agouti,0006E83902,7/23/2014,F.D. (Y),,37.3,,,NA,NA,1/16/2012,1/23/2012,2/6/2012,2/20/2012,7/9/2012,7/19/2012,8/2/2012,8/16/2012,1/7/2013,1/17/2013,1/31/2013,2/14/2013,6/27/2013,33.27,12/26/2013,33.01,,6/26/2014,NA,,,1119
DO.0276,11786,J:DO,6/29/2011,M,G7,117,7/18/2011,57,LGDO-M-08,2L,Black,0006DCECDB,5/13/2013,F.D. (Y),,22.8,,,NA,NA,1/9/2012,1/16/2012,1/30/2012,2/13/2012,7/9/2012,7/18/2012,8/1/2012,8/15/2012,1/7/2013,1/16/2013,1/30/2013,2/13/2013,6/26/2013,NA,12/25/2013,NA,,6/25/2014,NA,,,684
DO.0277,11787,J:DO,6/30/2011,M,G7,118,7/18/2011,57,LGDO-M-08,1R2L,Agouti,0006DD060A,5/28/2013,F.D. (Y),,23.27,,,NA,NA,1/16/2012,1/23/2012,2/6/2012,2/20/2012,7/9/2012,7/19/2012,8/2/2012,8/16/2012,1/7/2013,1/17/2013,1/31/2013,2/14/2013,6/27/2013,NA,12/26/2013,NA,,6/26/2014,NA,,,698
DO.0278,11788,J:DO,6/30/2011,M,G7,119,7/18/2011,57,LGDO-M-08,2R1L,WB Agouti,0006DCF9FD,6/30/2014,F.D. (Y),,36.53,,,NA,NA,1/16/2012,1/23/2012,2/6/2012,2/20/2012,7/9/2012,7/19/2012,8/2/2012,8/16/2012,1/7/2013,1/17/2013,1/31/2013,2/14/2013,6/27/2013,46.34,12/26/2013,45.03,,6/26/2014,NA,,,1096
DO.0279,11789,J:DO,7/1/2011,M,G7,120,7/18/2011,57,LGDO-M-08,3R,Albino,00071BA1C8,11/13/2013,F.D. (Y),,28.87,,,NA,NA,1/16/2012,1/23/2012,2/6/2012,2/20/2012,7/9/2012,7/20/2012,8/3/2012,8/17/2012,1/7/2013,1/18/2013,2/1/2013,2/15/2013,6/28/2013,38.57,12/27/2013,NA,,6/27/2014,NA,,,866
DO.0280,11790,J:DO,6/30/2011,M,G7,124,7/18/2011,57,LGDO-M-08,3L,Albino,0006E82704,2/7/2013,F.D. (Y),,19.6,,,NA,NA,1/16/2012,1/23/2012,2/6/2012,2/20/2012,7/9/2012,7/19/2012,8/2/2012,8/16/2012,1/7/2013,1/17/2013,1/31/2013,2/14/2013,6/27/2013,NA,12/26/2013,NA,,6/26/2014,NA,,,588
DO.0281,11791,J:DO,6/30/2011,M,G7,125,7/18/2011,58,LGDO-M-09,N,Agouti,0006E80EB2,10/21/2013,F.D. (Y),,28.13,,,NA,NA,1/16/2012,1/23/2012,2/6/2012,2/20/2012,7/9/2012,7/19/2012,8/2/2012,8/16/2012,1/7/2013,1/17/2013,1/31/2013,2/14/2013,6/27/2013,44.33,12/26/2013,NA,,6/26/2014,NA,,,844
DO.0282,11792,J:DO,6/30/2011,M,G7,126,7/18/2011,58,LGDO-M-09D,R,Agouti,0006DFB0C3,3/26/2013,F.D. (Y),,21.17,,,NA,NA,1/16/2012,1/23/2012,2/6/2012,2/20/2012,7/9/2012,7/19/2012,8/2/2012,8/16/2012,1/7/2013,1/17/2013,1/31/2013,2/14/2013,6/27/2013,NA,12/26/2013,NA,,6/26/2014,NA,,,635
DO.0283,11793,J:DO,6/29/2011,M,G7,127,7/18/2011,103,LGDO-M-09A,L,Agouti,0006DD5F8B,5/10/2013,E.S. (Y),,22.7,,,NA,NA,1/9/2012,1/16/2012,1/30/2012,2/13/2012,7/9/2012,7/18/2012,8/1/2012,8/15/2012,1/7/2013,1/16/2013,1/30/2013,2/13/2013,6/26/2013,NA,12/25/2013,NA,,6/25/2014,NA,,,681
DO.0284,11794,J:DO,6/30/2011,M,G7,128,7/18/2011,104,LGDO-M-09C,B,Black,0006DCF51F,2/15/2013,E.S. (Y),,19.87,,,NA,NA,1/16/2012,1/23/2012,2/6/2012,2/20/2012,7/9/2012,7/19/2012,8/2/2012,8/16/2012,1/7/2013,1/17/2013,1/31/2013,2/14/2013,6/27/2013,NA,12/26/2013,NA,,6/26/2014,NA,,,596
DO.0285,11795,J:DO,6/29/2011,M,G7,129,7/18/2011,104,LGDO-M-09B,2R,Agouti,0006DD5156,8/13/2013,E.S. (Y),,25.87,,,NA,NA,1/9/2012,1/16/2012,1/30/2012,2/13/2012,7/9/2012,7/18/2012,8/1/2012,8/15/2012,1/7/2013,1/16/2013,1/30/2013,2/13/2013,6/26/2013,NA,12/25/2013,NA,,6/25/2014,NA,,,776
DO.0286,11796,J:DO,6/30/2011,M,G7,130,7/18/2011,105,LGDO-M-10A,2L,Agouti,0006DFA8F5,5/27/2014,F.D.(Y),,35.4,,,NA,NA,1/16/2012,1/23/2012,2/6/2012,2/20/2012,7/9/2012,7/19/2012,8/2/2012,8/16/2012,1/7/2013,1/17/2013,1/31/2013,2/14/2013,6/27/2013,47.1,12/26/2013,44.81,,6/26/2014,NA,,,1062
DO.0287,11797,J:DO,6/27/2011,M,G7,131,7/18/2011,59,LGDO-M-10,1R2L,WB Agouti,0006DD5068,10/21/2013,F.D. (Y),,28.23,,,NA,NA,1/9/2012,1/16/2012,1/30/2012,2/13/2012,7/9/2012,7/16/2012,7/30/2012,8/13/2012,1/7/2013,1/14/2013,1/28/2013,2/11/2013,6/24/2013,26.66,12/23/2013,NA,,6/23/2014,NA,,,847
DO.0288,11798,J:DO,6/29/2011,M,G7,134,7/18/2011,59,LGDO-M-10,2R1L,Agouti,0006DD0861,3/4/2014,F.D. (Y),,32.63,,,NA,NA,1/9/2012,1/16/2012,1/30/2012,2/13/2012,7/9/2012,7/18/2012,8/1/2012,8/15/2012,1/7/2013,1/16/2013,1/30/2013,2/13/2013,6/26/2013,28.01,12/25/2013,27.96,,6/25/2014,NA,,,979
DO.0289,11799,J:DO,6/30/2011,M,G7,135,7/18/2011,106,LGDO-M-10C,3R,Black,0006E076B5,8/3/2012,F.D. (Y),,13.33,,,NA,NA,1/16/2012,1/23/2012,2/6/2012,2/20/2012,7/9/2012,7/19/2012,8/2/2012,8/16/2012,1/7/2013,1/17/2013,1/31/2013,2/14/2013,6/27/2013,NA,12/26/2013,NA,,6/26/2014,NA,,,400
DO.0290,11800,J:DO,6/30/2011,M,G7,136,7/18/2011,107,LGDO-M-10B,3L,Agouti,0006DCFB0D,11/1/2012,E.S. (Y),,16.33,,,NA,NA,1/16/2012,1/23/2012,2/6/2012,2/20/2012,7/9/2012,7/19/2012,8/2/2012,8/16/2012,1/7/2013,1/17/2013,1/31/2013,2/14/2013,6/27/2013,NA,12/26/2013,NA,,6/26/2014,NA,,,490
DO.0291,11801,J:DO,6/29/2011,M,G7,78,7/18/2011,60,LGDO-M-11,N,Agouti,0006E82BD1,1/14/2013,F.D. (Y),,18.83,,,NA,NA,1/9/2012,1/16/2012,1/30/2012,2/13/2012,7/16/2012,7/18/2012,8/1/2012,8/15/2012,1/14/2013,1/16/2013,1/30/2013,2/13/2013,6/26/2013,NA,12/25/2013,NA,,6/25/2014,NA,,,565
DO.0292,11802,J:DO,6/28/2011,M,G7,83,7/18/2011,60,LGDO-M-11,R,Black,0006E8105B,4/9/2014,F.D. (Y),,33.87,,,NA,NA,1/9/2012,1/16/2012,1/30/2012,2/13/2012,7/16/2012,7/17/2012,7/31/2012,8/14/2012,1/14/2013,1/15/2013,1/29/2013,2/12/2013,6/25/2013,43.59,12/24/2013,40.82,,6/24/2014,NA,,,1016
DO.0293,11803,J:DO,6/25/2011,M,G7,84,7/18/2011,60,LGDO-M-11,L,Albino,0006DD2616,4/27/2014,F.D. (Y),,34.57,,,NA,NA,1/9/2012,1/16/2012,1/30/2012,2/13/2012,7/16/2012,7/14/2012,7/28/2012,8/11/2012,1/14/2013,1/12/2013,1/26/2013,2/9/2013,6/22/2013,25.75,12/21/2013,25.05,,6/21/2014,NA,,,1037
DO.0294,11804,J:DO,6/25/2011,M,G7,85,7/18/2011,60,LGDO-M-11,B,Agouti,0006E87630,7/7/2013,F.D. (Y),,24.77,,,NA,NA,1/9/2012,1/16/2012,1/30/2012,2/13/2012,7/16/2012,7/14/2012,7/28/2012,8/11/2012,1/14/2013,1/12/2013,1/26/2013,2/9/2013,6/22/2013,NA,12/21/2013,NA,,6/21/2014,NA,,,743
DO.0295,11805,J:DO,6/27/2011,M,G7,92,7/18/2011,60,LGDO-M-11,2R,WB Agouti,0006DD7C48,1/10/2014,F.D. (Y),,30.93,,,NA,NA,1/9/2012,1/16/2012,1/30/2012,2/13/2012,7/16/2012,7/16/2012,7/30/2012,8/13/2012,1/14/2013,1/14/2013,1/28/2013,2/11/2013,6/24/2013,35.48,12/23/2013,33.94,,6/23/2014,NA,,,928
DO.0296,11806,J:DO,6/30/2011,M,G7,4,7/18/2011,61,LGDO-M-12,N,WB Agouti,0006DD2D4F,8/27/2013,F.D. (Y),,26.3,,,NA,NA,1/16/2012,1/23/2012,2/6/2012,2/20/2012,7/16/2012,7/19/2012,8/2/2012,8/16/2012,1/14/2013,1/17/2013,1/31/2013,2/14/2013,6/27/2013,NA,12/26/2013,NA,,6/26/2014,NA,,,789
DO.0297,11807,J:DO,6/25/2011,M,G7,21,7/18/2011,61,LGDO-M-12A,R,Agouti,0006E82625,7/22/2013,F.D. (Y),,25.27,,,NA,NA,1/9/2012,1/16/2012,1/30/2012,2/13/2012,7/16/2012,7/14/2012,7/28/2012,8/11/2012,1/14/2013,1/12/2013,1/26/2013,2/9/2013,6/22/2013,NA,12/21/2013,NA,,6/21/2014,NA,,,758
DO.0298,11808,J:DO,6/27/2011,M,G7,26,7/18/2011,61,LGDO-M-12,L,Black,0006DD04C6,2/8/2012,F.D. (Y),,7.53,,,NA,NA,1/9/2012,1/16/2012,1/30/2012,2/13/2012,7/16/2012,7/16/2012,7/30/2012,8/13/2012,1/14/2013,1/14/2013,1/28/2013,2/11/2013,6/24/2013,NA,12/23/2013,NA,,6/23/2014,NA,,,226
DO.0299,11809,J:DO,6/29/2011,M,G7,36,7/18/2011,61,LGDO-M-12,B,Agouti,0006DD1A79,3/29/2013,E.S. (Y),,21.3,,,NA,NA,1/9/2012,1/16/2012,1/30/2012,2/13/2012,7/16/2012,7/18/2012,8/1/2012,8/15/2012,1/14/2013,1/16/2013,1/30/2013,2/13/2013,6/26/2013,NA,12/25/2013,NA,,6/25/2014,NA,,,639
DO.0300,11810,J:DO,7/1/2011,M,G7,41,7/18/2011,61,LGDO-M-12,2B,Black,0006DD79FC,3/26/2013,F.D. (Y),,21.13,,,NA,NA,1/16/2012,1/23/2012,2/6/2012,2/20/2012,7/16/2012,7/20/2012,8/3/2012,8/17/2012,1/14/2013,1/18/2013,2/1/2013,2/15/2013,6/28/2013,NA,12/27/2013,NA,,6/27/2014,NA,,,634
DO.0301,11981,J:DO,10/24/2011,M,G8,2,11/14/2011,62,LGDO-M-13,N,Agouti,0006DD544B,7/15/2013,F.D. (Y),,21,,,NA,NA,5/14/2012,5/21/2012,6/4/2012,6/18/2012,10/29/2012,11/12/2012,11/26/2012,12/10/2012,4/29/2013,5/13/2013,5/27/2013,6/10/2013,10/21/2013,NA,4/21/2014,NA,,10/20/2014,NA,,,630
DO.0302,11982,J:DO,10/24/2011,M,G8,6,11/14/2011,62,LGDO-M-13,R,Agouti HB,0006DD9885,11/17/2013,F.D. (Y),,25.17,,,NA,NA,5/14/2012,5/21/2012,6/4/2012,6/18/2012,10/29/2012,11/12/2012,11/26/2012,12/10/2012,4/29/2013,5/13/2013,5/27/2013,6/10/2013,10/21/2013,30.71,4/21/2014,NA,,10/20/2014,NA,,,755
DO.0303,11983,J:DO,10/22/2011,M,G8,7,11/14/2011,62,LGDO-M-13,L,Black,0006DD13BC,1/20/2014,F.D. (Y),,27.37,,,NA,NA,5/7/2012,5/14/2012,5/28/2012,6/11/2012,10/29/2012,11/10/2012,11/24/2012,12/8/2012,4/29/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,43.43,4/19/2014,NA,,10/18/2014,NA,,,821
DO.0304,11984,J:DO,10/26/2011,M,G8,12,11/14/2011,62,LGDO-M-13,B,Agouti,0006E8101F,4/14/2014,F.D. (Y),,30.03,,,NA,NA,5/21/2012,6/4/2012,6/18/2012,7/2/2012,10/29/2012,11/14/2012,11/28/2012,12/12/2012,4/29/2013,5/15/2013,5/29/2013,6/12/2013,10/23/2013,40.78,4/23/2014,NA,,10/22/2014,NA,,,901
DO.0305,11985,J:DO,10/22/2011,M,G8,13,11/14/2011,62,LGDO-M-13,2R,Agouti,0006E80FB2,8/6/2013,F.D. (Y),,21.8,,,NA,NA,5/7/2012,5/14/2012,5/28/2012,6/11/2012,10/29/2012,11/10/2012,11/24/2012,12/8/2012,4/29/2013,5/11/2013,5/25/2013,6/8/2013,10/19/2013,NA,4/19/2014,NA,,10/18/2014,NA,,,654
DO.0306,11986,J:DO,10/25/2011,M,G8,14,11/14/2011,63,LGDO-M-14,2L,Agouti,0006E8328B,3/10/2014,F.D. (Y),,28.9,,,NA,NA,5/21/2012,6/4/2012,6/18/2012,7/2/2012,10/29/2012,11/13/2012,11/27/2012,12/11/2012,4/29/2013,5/14/2013,5/28/2013,6/11/2013,10/22/2013,30.57,4/22/2014,NA,,10/21/2014,NA,,,867
DO.0307,11987,J:DO,10/27/2011,M,G8,15,11/14/2011,108,LGDO-M-14A,1R2L,Agouti,0006DD208C,3/17/2014,F.D. (Y),,29.07,,,NA,NA,5/21/2012,6/4/2012,6/18/2012,7/2/2012,10/29/2012,11/15/2012,11/29/2012,12/13/2012,4/29/2013,5/16/2013,5/30/2013,6/13/2013,10/24/2013,40.86,4/24/2014,NA,,10/23/2014,NA,,,872
