Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,BW,WBC..x103.uL.,RBC..x106.uL.,HGB..g.dL.,HCT....,MCV..fL.,MCH..pg.,MCHC..g.dL.,Plt..x103.uL.,MPV..fL.,X.Retic,X.Retic.109cells.l.,X.Neut,X.LYMPH,X.MONO,X.EOS,X.BASO,X.LUC,X.NEUT.103cells.uL.,X.LYMPH.103cells.uL.,X.MONO.103cells.uL.,X.EOS.103cells.uL.,X.BASO.103cells.uL.,X.LUC.103cells.uL.,CHCM.g.dL.,Tube.A..plasma.vl.,Plasma.Box.ID
DO.0094,F,G8,LGDO-F-19,10/23/2011,5/29/2012,219,Bld-2 31wks,42.33,10.22,11.23,16.1,57.8,51.4,14.3,27.9,1339,5.4,0,0,6.7,88,1.5,3.1,0.3,0.5,0.68,8.99,0.15,0.31,0.03,0.05,26.7,45,JDO-B-052912-01
DO.0095,F,G8,LGDO-F-19,10/24/2011,5/29/2012,218,Bld-2 31wks,24.21,12.09,10.85,16.1,56.4,52,14.9,28.6,1856,5.4,0,0,21.2,72.3,3.6,1.6,0.8,0.5,2.57,8.73,0.43,0.2,0.09,0.07,27.4,45,JDO-B-052912-01
DO.0096,F,G8,LGDO-F-20,10/22/2011,5/29/2012,220,Bld-2 31wks,30.86,7.07,10.83,15.7,55.1,50.9,14.5,28.5,1463,5.4,0,0,6.9,89.1,2.1,1,0.3,0.6,0.49,6.3,0.15,0.07,0.02,0.04,27.6,45,JDO-B-052912-01
DO.0097,F,G8,LGDO-F-20,10/22/2011,5/29/2012,220,Bld-2 31wks,27.89,12.14,11.39,16.4,57.2,50.2,14.4,28.7,1826,5.6,0,0,7,87.7,3.1,1.2,0.3,0.7,0.85,10.65,0.37,0.15,0.03,0.09,27.5,45,JDO-B-052912-01
DO.0098,F,G8,LGDO-F-20,10/22/2011,5/29/2012,220,Bld-2 31wks,25.61,6.57,11.58,16.4,56.6,48.9,14.2,29,1141,5.8,0,0,17.4,76.4,2.2,1.5,1,1.6,1.14,5.02,0.14,0.1,0.06,0.1,27.8,35,JDO-B-052912-01
DO.0099,F,G8,LGDO-F-20,10/23/2011,5/29/2012,219,Bld-2 31wks,22.52,8.55,12.13,15.3,55.9,46.1,12.7,27.4,1139,5.8,0,0,5.4,88.4,1.7,3,0.5,1,0.47,7.56,0.14,0.26,0.04,0.08,26.5,35,JDO-B-052912-01
DO.0100,F,G8,LGDO-F-20,10/25/2011,5/29/2012,217,Bld-2 31wks,34.18,5.77,10.16,15.3,53.1,52.2,15,28.8,1520,5.5,0,0,9.5,83.9,2.4,3.2,0.3,0.7,0.55,4.84,0.14,0.19,0.02,0.04,28.1,40,JDO-B-052912-01
DO.0101,F,G8,LGDO-F-21,10/22/2011,6/5/2012,227,Bld-2 31wks,47.42,6.57,10.74,15.6,53.3,49.6,14.5,29.2,776,5.6,0,0,10.5,74,2.1,12.6,0.4,0.5,0.69,4.86,0.14,0.83,0.02,0.03,27.7,40,JDO-B-060512-01
DO.0102,F,G8,LGDO-F-21,10/24/2011,6/5/2012,225,Bld-2 31wks,21.32,7.53,10.51,16.9,58,55.2,16.1,29.1,1327,5.8,0,0,4.8,91.7,0.7,0.9,0.6,1.1,0.37,6.91,0.06,0.07,0.05,0.09,28.5,35,JDO-B-060512-01
DO.0104,F,G8,LGDO-F-21A,10/25/2011,6/5/2012,224,Bld-2 31wks,45.13,6.26,10.69,16.6,55.4,51.8,15.5,30,1305,6.5,0,0,11.7,79,2.9,4.6,0.6,1.2,0.73,4.95,0.18,0.29,0.04,0.07,28.5,45,JDO-B-060512-01
DO.0106,F,G8,LGDO-F-22,10/22/2011,6/5/2012,227,Bld-2 31wks,35.33,7.02,9.82,15.2,53.3,54.3,15.5,28.6,1122,5.2,0,0,20.2,72,2.9,3,0.6,1.3,1.42,5.05,0.2,0.21,0.04,0.09,27.6,45,JDO-B-060512-01
DO.0107,F,G8,LGDO-F-22,10/25/2011,6/5/2012,224,Bld-2 31wks,42.21,8.73,10.41,16,54.9,52.7,15.3,29.1,1277,6.1,0,0,7.7,87.9,0.8,2.3,0.3,0.9,0.67,7.68,0.07,0.2,0.03,0.08,27.6,45,JDO-B-060512-01
DO.0108,F,G8,LGDO-F-22,10/23/2011,6/5/2012,226,Bld-2 31wks,28.82,5.39,10.6,15.3,52.6,49.6,14.4,29.1,1678,6.2,0,0,16.7,77.7,1,2.9,0.9,0.8,0.9,4.19,0.05,0.16,0.05,0.04,27.8,45,JDO-B-060512-01
DO.0109,F,G8,LGDO-F-22,10/23/2011,6/5/2012,226,Bld-2 31wks,32.17,7.11,10.94,16.3,53.5,48.9,14.9,30.4,1320,7.1,0,0,18,75,3.5,2.3,0.5,0.8,1.28,5.33,0.25,0.16,0.04,0.05,29.2,45,JDO-B-060512-01
DO.0110,F,G8,LGDO-F-22,10/26/2011,6/5/2012,223,Bld-2 31wks,23.1,2.19,10.24,14.9,50.2,49,14.5,29.7,1133,5.9,0,0,21.9,65.9,6.4,3.2,0.7,2.6,0.48,1.44,0.14,0.07,0.02,0.06,29.1,50,JDO-B-060512-01
DO.0111,F,G8,LGDO-F-23,10/23/2011,6/5/2012,226,Bld-2 31wks,43.67,4.96,11.32,16.2,55,48.6,14.3,29.4,1257,5.9,0,0,12.9,82.1,2.4,1.4,0.5,0.7,0.64,4.07,0.12,0.07,0.02,0.04,28.4,45,JDO-B-060512-01
DO.0112,F,G8,LGDO-F-23,10/24/2011,6/5/2012,225,Bld-2 31wks,23.12,9.95,8.76,14.2,50.3,57.4,16.2,28.2,1045,5.6,0,0,21.5,72,3.2,1.2,0.4,1.8,2.14,7.16,0.32,0.12,0.04,0.18,27.2,45,JDO-B-060512-01
DO.0113,F,G8,LGDO-F-23,10/22/2011,6/5/2012,227,Bld-2 31wks,32.23,5.63,9.95,14.9,51.6,51.8,14.9,28.8,1314,5.9,0,0,5.7,88.6,2.8,1.4,0.5,0.9,0.32,4.99,0.16,0.08,0.03,0.05,28.1,45,JDO-B-060512-01
DO.0114,F,G8,LGDO-F-23,10/22/2011,6/5/2012,227,Bld-2 31wks,27.95,10.55,11.67,15.4,55.1,47.2,13.2,27.9,1305,6.6,0,0,8.4,86.7,2.1,1.6,0.5,0.7,0.88,9.14,0.22,0.17,0.05,0.08,27,45,JDO-B-060512-01
DO.0115,F,G8,LGDO-F-23,10/22/2011,6/5/2012,227,Bld-2 31wks,33.46,3.97,11.44,17.9,61.1,53.4,15.6,29.2,1227,6.6,0,0,15.3,78.3,2.5,2.1,0.8,1,0.61,3.11,0.1,0.08,0.03,0.04,28.1,25,JDO-B-060512-01
DO.0116,F,G8,LGDO-F-24,10/23/2011,6/5/2012,226,Bld-2 31wks,35.6,5.31,11.15,16.2,56.4,50.6,14.5,28.7,996,6.5,0,0,7.3,86.9,2.2,2.4,0.3,0.9,0.39,4.62,0.12,0.13,0.02,0.05,27.6,45,JDO-B-060512-01
DO.0117,F,G8,LGDO-F-24,10/22/2011,6/5/2012,227,Bld-2 31wks,36.18,4.12,10.54,16.2,55,52.2,15.3,29.4,1461,6.8,0,0,19.8,73.7,3.1,2.3,0.3,0.6,0.82,3.04,0.13,0.1,0.01,0.03,28.8,45,JDO-B-060512-01
DO.0118,F,G8,LGDO-F-24,10/24/2011,6/5/2012,225,Bld-2 31wks,35.1,4.87,11.12,16,57.7,51.8,14.4,27.8,1842,6.3,0,0,10.8,82.2,2.9,2.1,0.5,1.5,0.53,4,0.14,0.1,0.02,0.07,27.2,45,JDO-B-060512-01
DO.0119,F,G8,LGDO-F-24,10/25/2011,6/5/2012,224,Bld-2 31wks,32.81,10.88,10.5,15.6,53.6,51,14.8,29,2588,6.7,0,0,13.4,79.5,2.7,3,0.4,1,1.46,8.65,0.29,0.33,0.04,0.11,28.9,45,JDO-B-060512-01
DO.0120,F,G8,LGDO-F-24,10/27/2011,6/5/2012,222,Bld-2 31wks,26.33,10.79,11.65,16.5,57,48.9,14.1,28.9,1525,5.9,0,0,4.8,91.6,1.7,0.9,0.3,0.7,0.52,9.88,0.18,0.1,0.03,0.08,28.1,45,JDO-B-060512-01
DO.0121,F,G9,LGDO-F-25,2/20/2012,9/19/2012,212,Bld-2 31wks,27.84,12.78,11.26,16.1,50.7,45,14.3,31.8,1772,6.5,0,0,7.2,78.8,1.8,11.4,0.3,0.4,0.92,10.07,0.23,1.46,0.04,0.06,30.8,40,JDO-B-091912-01
DO.0122,F,G9,LGDO-F-25,2/22/2012,9/19/2012,210,Bld-2 31wks,31.68,8.22,11.59,16.3,52.7,45.5,14,30.8,1593,6.2,0,0,6.8,90.1,0.9,1.3,0.3,0.7,0.56,7.41,0.07,0.11,0.02,0.06,29.7,35,JDO-B-091912-01
DO.0123,F,G9,LGDO-F-25,2/23/2012,9/19/2012,209,Bld-2 31wks,44.15,7.84,11.17,15.5,47.8,42.8,13.8,32.4,1298,5.8,0,0,17.6,73.2,4.7,3.7,0.4,0.3,1.38,5.74,0.37,0.29,0.03,0.02,32,40,JDO-B-091912-01
DO.0124,F,G9,LGDO-F-25,2/19/2012,9/19/2012,213,Bld-2 31wks,26.14,10.65,10.92,15.5,48.3,44.3,14.2,32.1,1735,5.9,0,0,8.6,83.8,2.5,4.2,0.3,0.6,0.91,8.93,0.26,0.45,0.03,0.06,31.9,40,JDO-B-091912-01
DO.0125,F,G9,LGDO-F-25,2/18/2012,9/19/2012,214,Bld-2 31wks,44.23,4.4,10.65,16.4,49,45.9,15.4,33.4,1287,6,0,0,17,77,2.5,2.6,0.5,0.4,0.75,3.38,0.11,0.12,0.02,0.02,33,40,JDO-B-091912-01
DO.0126,F,G9,LGDO-F-26,2/21/2012,9/19/2012,211,Bld-2 31wks,33.43,9.81,10.94,16,50.7,46.4,14.6,31.5,1965,6,0,0,16.7,77.4,1.9,3.3,0.3,0.5,1.63,7.59,0.18,0.32,0.03,0.05,31.3,40,JDO-B-091912-01
DO.0127,F,G9,LGDO-F-26,2/20/2012,9/19/2012,212,Bld-2 31wks,38.78,9.24,11.18,16.5,51,45.6,14.8,32.4,1850,6.3,0,0,15.7,78.7,1.4,3.5,0.2,0.5,1.45,7.27,0.13,0.33,0.02,0.04,32.1,40,JDO-B-091912-01
DO.0128,F,G9,LGDO-F-26,2/20/2012,9/19/2012,212,Bld-2 31wks,33.41,8.2,11.72,16.3,50.2,42.8,13.9,32.4,1218,6.4,0,0,12.5,82.2,2.4,2,0.3,0.5,1.03,6.74,0.19,0.17,0.03,0.04,31.8,40,JDO-B-091912-01
DO.0129,F,G9,LGDO-F-26,2/21/2012,9/19/2012,211,Bld-2 31wks,35.16,8.48,11.7,15.1,49.3,42.1,12.9,30.7,2631,5.9,0,0,9.8,77.2,4.8,7.5,0.2,0.5,0.83,6.55,0.41,0.64,0.01,0.04,30.2,40,JDO-B-091912-01
DO.0130,F,G9,LGDO-F-26,2/20/2012,9/19/2012,212,Bld-2 31wks,41.22,4.51,10.12,15.7,48.4,47.8,15.5,32.5,1112,5.8,0,0,11.7,78.1,4.6,4.3,0.7,0.7,0.53,3.53,0.21,0.19,0.03,0.03,31.6,40,JDO-B-091912-01
DO.0131,F,G9,LGDO-F-27,2/20/2012,9/19/2012,212,Bld-2 31wks,24.64,10.1,11.2,15,48.7,43.5,13.4,30.8,1127,6.1,0,0,5.2,90.4,0.9,2.8,0.2,0.5,0.52,9.13,0.09,0.29,0.02,0.05,29.8,40,JDO-B-091912-01
DO.0132,F,G9,LGDO-F-27,2/20/2012,9/19/2012,212,Bld-2 31wks,40.52,10.58,9.74,15.7,48.8,50.1,16.1,32.1,1324,6.7,0,0,8.8,85.5,1.8,2.9,0.3,0.6,0.93,9.05,0.19,0.31,0.03,0.06,31,40,JDO-B-091912-01
DO.0133,F,G9,LGDO-F-27,2/20/2012,9/19/2012,212,Bld-2 31wks,24.27,2.71,10.07,14.9,45.6,45.3,14.8,32.7,1281,5.5,0,0,27.1,64,5.8,2.5,0.3,0.3,0.73,1.74,0.16,0.07,0.01,0.01,32.1,40,JDO-B-091912-01
DO.0134,F,G9,LGDO-F-27,2/24/2012,9/19/2012,208,Bld-2 31wks,25.52,14.01,11.2,16,50.2,44.8,14.3,31.9,1243,6.5,0,0,10.4,80.9,1.8,6.1,0.3,0.5,1.46,11.34,0.25,0.85,0.04,0.07,30.5,40,JDO-B-091912-01
DO.0135,F,G9,LGDO-F-27,2/21/2012,9/19/2012,211,Bld-2 31wks,39.02,9.74,10.02,15.2,47.4,47.3,15.2,32,1026,6,0,0,8.9,86.4,1.7,2,0.3,0.7,0.87,8.41,0.16,0.19,0.03,0.07,31.4,40,JDO-B-091912-01
DO.0136,F,G9,LGDO-F-28,2/21/2012,9/19/2012,211,Bld-2 31wks,21.25,12.32,11.5,16.4,51.6,44.8,14.2,31.7,1323,6.5,0,0,7.2,89.4,1.5,1,0.3,0.5,0.89,11.01,0.19,0.12,0.04,0.06,31,35,JDO-B-091912-01
DO.0137,F,G9,LGDO-F-28,2/21/2012,9/19/2012,211,Bld-2 31wks,35.21,6.19,11.16,16.9,52.6,47.1,15.1,32.1,1579,6.1,0,0,11,85.8,1.3,1.4,0.2,0.3,0.68,5.31,0.08,0.09,0.01,0.02,31.5,35,JDO-B-091912-01
DO.0138,F,G9,LGDO-F-28,2/22/2012,9/19/2012,210,Bld-2 31wks,28.9,7,9.93,15.5,48,48.3,15.6,32.2,1260,6.4,0,0,13.6,82,1.4,1.9,0.3,0.7,0.95,5.74,0.1,0.14,0.02,0.05,31.1,40,JDO-B-091912-01
DO.0139,F,G9,LGDO-F-28,2/18/2012,9/19/2012,214,Bld-2 31wks,25.39,8.03,10.92,16.1,50.5,46.2,14.8,32,2067,5.9,0,0,17.9,76.4,3.7,1.4,0.2,0.4,1.43,6.14,0.3,0.11,0.02,0.03,31.6,40,JDO-B-091912-01
DO.0140,F,G9,LGDO-F-28,2/20/2012,9/19/2012,212,Bld-2 31wks,30.02,8.18,11.32,15.2,49,43.3,13.4,30.9,1436,6.5,0,0,12.2,80.7,2.8,3.6,0.2,0.4,1,6.6,0.23,0.3,0.02,0.04,29.7,40,JDO-B-091912-01
DO.0141,F,G9,LGDO-F-29,2/20/2012,9/25/2012,218,Bld-2 31wks,37.17,5.93,10.53,15.1,48.9,46.4,14.4,31,1568,4.9,0,0,13.8,81.1,1.8,1.8,0.5,1,0.82,4.81,0.11,0.11,0.03,0.06,31.4,40,JDO-B-092512-01
DO.0142,F,G9,,2/21/2012,9/25/2012,217,Bld-2 31wks,24.58,7.42,10.81,15,47.7,44.1,13.9,31.5,1102,4.8,0,0,9.1,87.6,0.9,1.2,0.2,1,0.67,6.5,0.07,0.09,0.02,0.08,30.9,40,JDO-B-092512-01
DO.0143,F,G9,LGDO-F-29,2/22/2012,9/25/2012,216,Bld-2 31wks,26.4,8.37,11.24,15.6,51.9,46.2,13.8,30,1466,5,0,0,10.5,84.2,2.2,2.1,0.2,0.8,0.88,7.05,0.18,0.18,0.01,0.07,29.2,40,JDO-B-092512-01
DO.0144,F,G9,LGDO-F-29,2/19/2012,9/25/2012,219,Bld-2 31wks,41.37,6.08,8.83,13.3,44.6,50.5,15.1,29.9,960,5.8,0,0,9.4,85,1.5,2.2,0.4,1.6,0.57,5.16,0.09,0.13,0.02,0.1,29.9,40,JDO-B-092512-01
DO.0145,F,G9,LGDO-F-29,2/23/2012,9/25/2012,215,Bld-2 31wks,28.43,22.76,9.15,12.5,41.5,45.3,13.7,30.2,912,6.2,0,0,10.9,78.8,0.9,0.9,15.8,8.5,2.47,17.95,0.19,0.21,3.6,1.94,30,40,JDO-B-092512-01
DO.0146,F,G9,LGDO-F-30,2/23/2012,9/25/2012,215,Bld-2 31wks,25.65,5.88,11.13,16.7,53.7,48.3,15,31,1490,4.7,0,0,11.1,83,2.6,1.2,1.1,1,0.65,4.87,0.15,0.07,0.07,0.06,31,40,JDO-B-092512-01
DO.0147,F,G9,LGDO-F-30,2/19/2012,9/25/2012,219,Bld-2 31wks,25.14,6.2,10.42,15.6,48.7,46.7,15,32.1,1367,5,0,0,19.1,67.8,5.1,7.2,0.3,0.5,1.18,4.2,0.32,0.45,0.02,0.03,31.8,40,JDO-B-092512-01
DO.0148,F,G9,LGDO-F-30,2/21/2012,9/25/2012,217,Bld-2 31wks,31.22,11.87,11.31,16.1,51.2,45.3,14.2,31.4,1686,5,0,0,3.8,89.1,2.5,2,0.6,2.1,0.45,10.58,0.29,0.24,0.07,0.25,31.7,40,JDO-B-092512-01
DO.0149,F,G9,LGDO-F-30,2/19/2012,9/25/2012,219,Bld-2 31wks,43.6,3.92,10.74,15.5,48.9,45.6,14.4,31.6,1798,4.8,0,0,8,87.8,1.6,1.8,0.1,0.6,0.32,3.45,0.06,0.07,0,0.02,32.8,40,JDO-B-092512-01
DO.0150,F,G9,LGDO-F-30,2/22/2012,9/25/2012,216,Bld-2 31wks,32.4,6.15,10.37,14.8,49.1,47.3,14.3,30.2,1511,4.9,0,0,7.9,85.4,3.1,2.2,0.3,1.1,0.49,5.25,0.19,0.13,0.02,0.07,30.9,40,JDO-B-092512-01
DO.0151,F,G9,LGDO-F-31,2/22/2012,9/25/2012,216,Bld-2 31wks,28.14,5.26,10.72,16.1,51.9,48.4,15,31,1241,5.5,0,0,13.1,83,1.4,2,0.1,0.3,0.69,4.37,0.07,0.11,0.01,0.02,30.4,40,JDO-B-092512-01
DO.0152,F,G9,LGDO-F-31,2/24/2012,9/25/2012,214,Bld-2 31wks,36.02,4.24,10.34,15.2,48.1,46.5,14.7,31.7,1520,5,0,0,9.9,80.5,1.8,7.1,0.1,0.5,0.42,3.41,0.08,0.3,0,0.02,31.7,40,JDO-B-092512-01
DO.0153,F,G9,LGDO-F-31,2/19/2012,9/25/2012,219,Bld-2 31wks,25.6,8.12,10.8,16.4,50.2,46.5,15.2,32.7,1297,5.1,0,0,14.2,79.8,3.5,1.9,0.1,0.5,1.15,6.48,0.28,0.15,0.01,0.04,32.9,40,JDO-B-092512-01
DO.0154,F,G9,LGDO-F-31,2/21/2012,9/25/2012,217,Bld-2 31wks,23.75,7.15,11.31,15.6,51,45.1,13.8,30.6,1375,4.8,0,0,14.8,78.2,3.3,3,0.2,0.5,1.06,5.59,0.24,0.21,0.01,0.04,30.8,40,JDO-B-092512-01
DO.0155,F,G9,LGDO-F-31,2/22/2012,9/25/2012,216,Bld-2 31wks,25.93,17.1,10.68,15.4,48.4,45.4,14.4,31.8,2325,4.9,0,0,6.7,88.4,1.4,1.8,0.3,1.5,1.14,15.11,0.23,0.31,0.05,0.25,31.7,40,JDO-B-092512-01
DO.0156,F,G9,LGDO-F-32,2/20/2012,9/25/2012,218,Bld-2 31wks,31.47,9.22,10.34,15.4,48.2,46.6,14.9,32,957,6.8,0,0,12.1,80.8,3.7,1.9,0.3,1.3,1.11,7.45,0.34,0.17,0.03,0.12,32.2,40,JDO-B-092512-01
DO.0157,F,G9,LGDO-F-32,2/18/2012,9/25/2012,220,Bld-2 31wks,35.24,14.93,10.74,16.2,52.6,49,15.1,30.9,1623,5.1,0,0,8.5,85.2,2.2,2.9,0.3,0.9,1.27,12.72,0.32,0.43,0.05,0.13,30.6,35,JDO-B-092512-01
DO.0158,F,G9,LGDO-F-32,2/20/2012,9/25/2012,218,Bld-2 31wks,26.62,12.62,11.44,15.8,50.6,44.2,13.8,31.2,1743,5.2,0,0,5.1,88.2,4.1,1.3,0.3,0.9,0.64,11.13,0.52,0.16,0.04,0.12,32,35,JDO-B-092512-01
DO.0159,F,G9,LGDO-F-32,2/21/2012,9/25/2012,217,Bld-2 31wks,24.15,18.1,9.64,13,44.9,46.6,13.5,29,1820,5.1,0,0,7.9,80.9,5.1,4.2,0.3,1.5,1.43,14.65,0.92,0.76,0.06,0.27,29.6,40,JDO-B-092512-01
DO.0160,F,G9,LGDO-F-32,2/21/2012,9/25/2012,217,Bld-2 31wks,39.87,5.74,9.15,13.5,43.3,47.3,14.7,31.1,1078,4.9,0,0,13.3,78.1,1.9,4.2,0.8,1.7,0.77,4.48,0.11,0.24,0.05,0.1,29.9,40,JDO-B-092512-01
DO.0161,F,G9,LGDO-F-33,2/22/2012,10/5/2012,224,Bld-2 31wks,33.58,2.09,10.49,15,47.3,45,14.3,31.8,1151,6.4,0,0,11.7,81.1,1.7,5.1,0.2,0.2,0.25,1.7,0.04,0.11,0,0,30.6,40,JDO-B-100512-01
DO.0162,F,G9,LGDO-F-33,2/19/2012,10/5/2012,227,Bld-2 31wks,25.31,2.45,10.83,15.9,49.7,45.9,14.7,32,1256,6.6,0,0,13.7,79.5,1.1,4.9,0.4,0.6,0.34,1.95,0.03,0.12,0.01,0.02,31.4,40,JDO-B-100512-01
DO.0163,F,G9,LGDO-F-33,2/24/2012,10/5/2012,222,Bld-2 31wks,27.63,2.47,9.23,13.5,44.4,48.1,14.6,30.4,1395,6.4,0,0,17.3,65.5,3.3,12.3,0.7,0.9,0.43,1.62,0.08,0.3,0.02,0.02,30.2,40,JDO-B-100512-01
DO.0164,F,G9,LGDO-F-33,2/24/2012,10/5/2012,222,Bld-2 31wks,29.16,3.32,10.9,14.8,49.4,45.3,13.6,29.9,1189,6.7,0,0,15.4,77.1,3,3.8,0.2,0.5,0.51,2.56,0.1,0.13,0.01,0.02,29.7,20,JDO-B-100512-01
DO.0165,F,G9,LGDO-F-33,2/22/2012,10/5/2012,224,Bld-2 31wks,24.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,JDO-B-100512-01
DO.0166,F,G9,LGDO-F-34,2/21/2012,10/5/2012,225,Bld-2 31wks,28.47,3.21,10.81,16.2,53.3,49.3,15,30.3,1403,6.5,0,0,14,78.2,1.9,5.4,0.1,0.5,0.45,2.51,0.06,0.17,0,0.01,29.5,40,JDO-B-100512-01
DO.0167,F,G9,LGDO-F-34,2/24/2012,10/5/2012,222,Bld-2 31wks,35.89,2.78,11.51,17,53.4,46.4,14.7,31.8,999,5.6,0,0,14.5,78.5,1.9,4.5,0.3,0.3,0.4,2.18,0.05,0.12,0.01,0.01,30.8,40,JDO-B-100512-01
DO.0168,F,G9,LGDO-F-34,2/18/2012,10/5/2012,228,Bld-2 31wks,29.97,2.64,9.69,15.4,50.6,52.2,15.8,30.4,1252,6.1,0,0,11,81.3,2.5,4.7,0.3,0.2,0.29,2.14,0.07,0.12,0.01,0.01,29.4,40,JDO-B-100512-01
DO.0169,F,G9,LGDO-F-34,2/22/2012,10/5/2012,224,Bld-2 31wks,35.35,118.23,7.79,11.4,36.6,47,14.6,31.1,213,10.8,0,0,12.2,74.1,0.9,0.4,6.6,12.4,14.38,87.66,1.12,0.47,7.75,14.6,30.7,40,JDO-B-100512-01
DO.0170,F,G9,LGDO-F-34,2/21/2012,10/5/2012,225,Bld-2 31wks,32.24,4.46,10.74,13,48.7,45.4,12.1,26.7,1233,6.5,0,0,18.2,73.4,2.9,3.7,1,0.9,0.81,3.27,0.13,0.16,0.05,0.04,32.7,40,JDO-B-100512-01
DO.0171,F,G9,LGDO-F-35,2/18/2012,10/5/2012,228,Bld-2 31wks,22.93,2.43,11.88,15.5,48.9,41.1,13,31.7,1169,6.7,0,0,17.8,72.6,2.3,7,0.9,0.4,0.43,1.76,0.06,0.17,0.02,0.01,30.3,20,JDO-B-100512-01
DO.0172,F,G9,LGDO-F-35,2/20/2012,10/5/2012,226,Bld-2 31wks,26.18,4.52,10.95,15.8,51,46.6,14.4,30.9,1094,6.9,0,0,9.7,80.9,1,7.9,0.2,0.3,0.44,3.65,0.05,0.35,0.01,0.01,29.4,20,JDO-B-100512-01
DO.0173,F,G9,LGDO-F-35,2/19/2012,10/5/2012,227,Bld-2 31wks,29.22,3.66,10.2,15.9,49.8,48.8,15.6,31.9,1089,6.5,0,0,9,79.7,1.6,9.3,0.3,0.2,0.33,2.92,0.06,0.34,0.01,0.01,30.8,40,JDO-B-100512-01
DO.0174,F,G9,LGDO-F-35,2/19/2012,10/5/2012,227,Bld-2 31wks,41.38,4.66,10.74,15.2,48.9,45.5,14.2,31.2,1285,7,0,0,14.3,80.4,0.9,3.9,0.2,0.3,0.67,3.75,0.04,0.18,0.01,0.01,30.4,40,JDO-B-100512-01
DO.0175,F,G9,LGDO-F-35,2/20/2012,10/5/2012,226,Bld-2 31wks,19.31,5.41,10.65,14.2,45.7,42.9,13.3,31.1,1582,6.5,0,0,8.9,81,0.8,8.6,0.1,0.6,0.48,4.38,0.04,0.47,0.01,0.03,30.7,40,JDO-B-100512-01
DO.0176,F,G9,LGDO-F-36,2/23/2012,10/5/2012,223,Bld-2 31wks,33.21,4.35,11.39,16,51.7,45.4,14,30.9,1689,6.2,0,0,15.7,77.8,2.4,3.6,0.1,0.3,0.68,3.38,0.11,0.16,0,0.01,30.5,40,JDO-B-100512-01
DO.0177,F,G9,LGDO-F-36,2/21/2012,10/5/2012,225,Bld-2 31wks,29.03,4.52,9.12,14.4,46,50.4,15.8,31.4,1358,5.9,0,0,232,69,1.6,5.6,0.3,0.2,1.05,3.12,0.07,0.25,0.01,0.01,31,40,JDO-B-100512-01
DO.0178,F,G9,LGDO-F-36,2/24/2012,10/5/2012,222,Bld-2 31wks,28.06,3.86,10.94,16.1,50.8,46.4,14.7,31.7,1653,6.6,0,0,20.2,72.3,1.9,5.2,0.2,0.1,0.78,2.79,0.07,0.2,0.01,0,31.3,40,JDO-B-100512-01
DO.0179,F,G9,LGDO-F-36,2/23/2012,10/5/2012,223,Bld-2 31wks,32.52,5.73,11.23,16.3,53.7,47.8,14.5,30.4,394,7.6,0,0,22.9,66.1,1.3,2.5,3,4.1,1.31,3.79,0.08,0.15,0.17,0.24,30,40,JDO-B-100512-01
DO.0180,F,G9,LGDO-F-36,2/22/2012,10/5/2012,224,Bld-2 31wks,21.28,7.17,11.83,16,52.4,44.3,13.5,30.6,1377,7.3,0,0,9.4,82.6,1.9,5.3,0.4,0.4,0.67,5.92,0.14,0.38,0.03,0.03,29.8,40,JDO-B-100512-01
DO.0181,F,G10,LGDO-F-37,5/16/2012,12/12/2012,210,Bld-2 31wks,31.94,5.11,11.35,17.4,50.8,44.7,15.3,34.2,986,4.5,1.53,174.2,19,74.4,2.8,2.5,0.4,1,0.97,3.8,0.14,0.13,0.02,0.05,32.5,NA,
DO.0182,F,G10,LGDO-F-37,5/15/2012,12/12/2012,211,Bld-2 31wks,38.06,6.18,11.16,16.8,51.7,46.3,15,32.4,1544,4.4,2.26,252.6,10.3,84.5,2.7,1.3,0.2,0.9,0.64,5.22,0.16,0.08,0.01,0.06,31.6,NA,
DO.0183,F,G10,LGDO-F-37,5/12/2012,12/12/2012,214,Bld-2 31wks,33.72,9.35,10.47,16.2,49.8,47.6,15.5,32.5,1467,4.4,3.11,326,17.3,76.2,2.5,2.1,0.6,1.3,1.62,7.13,0.23,0.19,0.06,0.12,31.2,NA,
DO.0184,F,G10,LGDO-F-37,5/15/2012,12/12/2012,211,Bld-2 31wks,39.05,9.29,12.36,17,50.7,41,13.7,33.5,1494,4.5,2.41,298.2,11.5,82.2,1.8,3.3,0.2,1,1.07,7.63,0.17,0.31,0.02,0.09,32.7,NA,
DO.0185,F,G10,LGDO-F-37,5/17/2012,12/12/2012,209,Bld-2 31wks,33.95,9.98,11.64,15.7,48.9,42,13.5,32.1,1191,4.3,3.06,356.1,4.6,87.8,2.4,4,0.2,1,0.45,8.77,0.24,0.4,0.02,0.1,30.9,NA,
DO.0186,F,G10,LGDO-F-38,5/15/2012,12/12/2012,211,Bld-2 31wks,21.59,12.91,11.16,17.7,53.1,47.6,15.8,33.3,1457,4.9,3.33,371.8,8.1,84.2,2.4,2.6,0.3,2.3,1.05,10.87,0.32,0.34,0.04,0.29,32.6,NA,
